citation,term,chief,case_name,lean,maj_votes,min_votes,issue,issue_description
209 U.S. 447,1907,Fuller,UNITED STATES v. CHANDLER-DUNBAR WATER POWER COMPANY,liberal,8,1,100080,"national supremacy: natural resources (cf. natural resources - environmental protection)
Note: in the context of federal-state conflicts involving the general welfare, supremacy, or interstate commerce clauses, the 11th or 21st Amendments, or the enforcement clause of the 14th Amendment. Distinguishable from federal pre-emption because of a constitutional basis for decision."
209 U.S. 45,1907,Fuller,"MARIA FRANCISCA O'REILLY DE CAMARA, COUNTESS OF BUENA VISTA, v. BROOKE, MAJOR GENERAL, U.S.A.",liberal,9,0,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action."
209 U.S. 453,1907,Fuller,LIU HOP FONG v. UNITED STATES,liberal,9,0,20110,deportation (cf. immigration and naturalization)
209 U.S. 467,1907,Fuller,LANG v. NEW JERSEY,conservative,9,0,10190,"extra-legal jury influences: miscellaneous
Note: no question regarding the right to a jury trial or to a speedy trial (these belong in jury trial and speedy trial, respectively); the focus, rather, is on the fairness to the accused when jurors are exposed to the influences specified"
209 U.S. 481,1907,Fuller,SCULLY v. BIRD,liberal,9,0,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
209 U.S. 490,1907,Fuller,"MATTER OF ALBERT N. MOORE, AN INFANT PETITIONER",conservative,8,1,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
209 U.S. 56,1907,Fuller,ARMOUR PACKING COMPANY v. UNITED STATES,conservative,8,1,80220,federal or state regulation of transportation regulation: railroad
209 U.S. 90,1907,Fuller,"CHICAGO, BURLINGTON AND QUINCY RAILWAY COMPANY, PETITIONER, v. UNITED STATES",conservative,7,1,80220,federal or state regulation of transportation regulation: railroad
209 U.S. 91,1907,Fuller,BOSQUE v. UNITED STATES,conservative,9,0,60030,"admission to a state or federal bar, disbarment, and attorney discipline (cf. loyalty oath: bar applicants)"
210 U.S. 1,1907,Fuller,"EMPIRE STATE CATTLE COMPANY v. ATCHISON, TOPEKA & SANTA FE RAILWAY COMPANY",conservative,9,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
210 U.S. 149,1907,Fuller,KEALOHA v. CASTLE,liberal,9,0,20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits"
210 U.S. 155,1907,Fuller,BOSTON AND MAINE RAILROAD v. GOKEY,liberal,9,0,90330,"judicial administration: jurisdiction or authority of federal courts of appeals
Note: jurisdiction of the federal courts or of the Supreme Court"
210 U.S. 168,1907,Fuller,SANDERSON v. UNITED STATES AND THE CHEYENNE INDIANS,liberal,9,0,90360,"judicial administration: jurisdiction or authority of the Court of Claims
Note: jurisdiction of the federal courts or of the Supreme Court"
210 U.S. 177,1907,Fuller,"CLEVELAND, CINCINNATI, CHICAGO AND ST. LOUIS RAILWAY COMPANY v. PORTER",conservative,8,0,40020,"due process: hearing or notice (other than as pertains to government employees or prisoners' rights)
Note: hearing may be statutorily based"
210 U.S. 187,1907,Fuller,"MOBILE, JACKSON AND KANSAS CITY RAILROAD COMPANY v. STATE OF MISSISSIPPI",conservative,9,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
210 U.S. 21,1907,Fuller,"ST. PAUL, MINNEAPOLIS & MANITOBA RAILWAY COMPANY v. DONOHUE",liberal,6,3,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
210 U.S. 217,1907,Fuller,"GALVESTON, HARRISBURG AND SAN ANTONIO RAILWAY COMPANY v. STATE OF TEXAS",liberal,5,4,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
210 U.S. 246,1907,Fuller,in re WOOD AND HENDERSON,liberal,6,3,80030,bankruptcy (except in the context of priority of federal fiscal claims)
210 U.S. 266,1907,Fuller,CITY OF ST. LOUIS v. UNITED RAILWAYS COMPANY,liberal,9,0,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
210 U.S. 281,1907,Fuller,"ST. LOUIS, IRON MOUNTAIN AND SOUTHERN RAILWAY COMPANY v. TAYLOR, ADMINISTRATRIX",liberal,9,0,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
210 U.S. 324,1907,Fuller,DELMAR JOCKEY CLUB v. MISSOURI,conservative,9,0,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
210 U.S. 336,1907,Fuller,KANSAS CITY NORTHWESTERN RAILROAD COMPANY v. ZIMMERMAN,liberal,9,0,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals
Note: propriety of federal court deference to ongoing state judicial or state or federal quasi-judicial proceedings, the abstention doctrine, exhaustion of state provided remedies"
210 U.S. 339,1907,Fuller,"BOBBS-MERRILL COMPANY, v. STRAUS et al. DOING BUSINESS AS R.H. MACY & COMPANY",liberal,9,0,80190,patents and copyrights: copyright
210 U.S. 352,1907,Fuller,"SCRIBNER v. STRAUS et al., TRADING AS R.H. MACY & COMPANY",liberal,9,0,80190,patents and copyrights: copyright
210 U.S. 356,1907,Fuller,GLOBE NEWSPAPER COMPANY v. WALKER,liberal,9,0,90510,"Supreme Court's certiorari, writ of error, or appeals jurisdiction
Note: jurisdiction of the federal courts or of the Supreme Court"
210 U.S. 368,1907,Fuller,WESTERN LOAN AND SAVINGS COMPANY v. BUTTE AND BOSTON CONSOLIDATED MINING COMPANY,liberal,9,0,90520,"miscellaneous judicial power, especially diversity jurisdiction"
210 U.S. 373,1907,Fuller,LONDONER v. CITY AND COUNTY OF DENVER,liberal,7,2,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
210 U.S. 387,1907,Fuller,"PIERCE v. CREECY, CHIEF OF POLICE OF THE CITY OF ST. LOUIS",conservative,9,0,10320,"subconstitutional fair procedure: fugitive from justice
Note: nonsubstantive rules and procedures pertaining to the administration of justice that do not rise to the level of a constitutional matter. This is the residual category insofar as criminal procedure is concerned. Note that this issue need not necessarily pertain to a criminal action. If the case involves an indigent, consider indigent categories."
210 U.S. 405,1907,Fuller,CONTINENTAL PAPER BAG COMPANY v. EASTERN PAPER BAG COMPANY,conservative,8,1,80180,patents and copyrights: patent
210 U.S. 41,1907,Fuller,"GAZLAY v. WILLIAMS, TRUSTEE OF BROWN, BANKRUPT",liberal,9,0,80030,bankruptcy (except in the context of priority of federal fiscal claims)
210 U.S. 50,1907,Fuller,"REUBEN QUICK BEAR v. LEUPP, COMMISSIONER OF INDIAN AFFAIRS",liberal,9,0,20150,Indians (other than pertains to state jurisdiction over)
210 U.S. 95,1907,Fuller,LA BOURGOGNE,liberal,9,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
211 U.S. 1,1908,Fuller,FRASCH v. MOORE,conservative,6,2,80180,patents and copyrights: patent
211 U.S. 11,1908,Fuller,BRANDON v. ARD,conservative,8,0,90460,"judicial administration: collateral estoppel or res judicata
Note: jurisdiction of the federal courts or of the Supreme Court"
211 U.S. 137,1908,Fuller,HONOLULU RAPID TRANSIT AND LAND COMPANY v. WILDER,liberal,9,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
211 U.S. 144,1908,Fuller,"HONOLULU RAPID TRANSIT AND LAND COMPANY v. WILDER, ASSESSOR",conservative,9,0,90350,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from highest state court
Note: jurisdiction of the federal courts or of the Supreme Court"
211 U.S. 146,1908,Fuller,"KAIZO v. HENRY, HIGH SHERIFF OF HAWAII",conservative,9,0,10020,habeas corpus
211 U.S. 149,1908,Fuller,LOUISVILLE AND NASHVILLE RAILROAD COMPANY v. MOTTLEY,conservative,9,0,90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules"
211 U.S. 155,1908,Fuller,AMERICAN SUGAR REFINING COMPANY v. UNITED STATES,liberal,9,0,120020,"federal taxation of gifts, personal, business, or professional expenses"
211 U.S. 162,1908,Fuller,"COTTON v. TERRITORY OF HAWAII, BY HOLLOWAY, SUPERINTENDENT OF PUBLIC WORKS",conservative,9,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
211 U.S. 188,1908,Fuller,PHOENIX BRIDGE COMPANY v. UNITED STATES,conservative,9,0,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action."
211 U.S. 199,1908,Fuller,PICKFORD v. TALBOTT,conservative,9,0,10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases)
211 U.S. 210,1908,Fuller,"PRENTIS et al., CONSTITUTING THE STATE CORPORATION COMMISSION OF VIRGINIA, v. ATLANTIC COAST LINE COMPANY",conservative,8,1,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
211 U.S. 239,1908,Fuller,"WILDER, ASSESSOR, v. INTER-ISLAND STEAM NAVIGATION COMPANY, LIMITED",liberal,9,0,80050,election of remedies: legal remedies available to injured persons or things
211 U.S. 249,1908,Fuller,"GARFIELD, SECRETARY OF THE INTERIOR, v. UNITED STATES EX REL. GOLDSBY",liberal,9,0,20150,Indians (other than pertains to state jurisdiction over)
211 U.S. 264,1908,Fuller,"GARFIELD, SECRETARY OF THE INTERIOR, v. UNITED STATES EX REL. ALLISON",liberal,9,0,20150,Indians (other than pertains to state jurisdiction over)
211 U.S. 265,1908,Fuller,HOME TELEPHONE AND TELEGRAPH COMPANY v. CITY OF LOS ANGELES,liberal,9,0,80320,federal and some few state regulation of public utilities regulation: radio and television (cf. cable television)
211 U.S. 282,1908,Fuller,"HONOLULU RAPID TRANSIT & LAND COMPANY v. TERRITORY OF HAWAII, BY HEMENWAY, ATTORNEY GENERAL",liberal,8,1,80220,federal or state regulation of transportation regulation: railroad
211 U.S. 293,1908,Fuller,"MILLER & LUX, INCORPORATED, v. EAST SIDE CANAL & IRRIGATION COMPANY",conservative,9,0,90210,standing to sue: adversary parties
211 U.S. 306,1908,Fuller,"NORTH AMERICAN COLD STORAGE COMPANY, APPELLANT, v. CITY OF CHICAGO et al.",conservative,8,1,90170,"no merits: dismissed or affirmed for want of jurisdiction (cf. judicial administration: Supreme Court jurisdiction or authority on appeal from federal district courts or courts of appeals)
Note: use only if the syllabus or the summary holding specifies one of the following bases."
211 U.S. 31,1908,Fuller,"NEW YORK EX REL. SILZ v. HESTERBERG, SHERIFF OF KINGS COUNTY",liberal,9,0,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)"
211 U.S. 370,1908,Fuller,UNITED STATES v. KEITEL,conservative,9,0,10400,"statutory construction of criminal laws: conspiracy (cf. subconstitutional fair procedure: conspiracy)
Note: these codes, by definition exclude the constitutionality of these laws"
211 U.S. 404,1908,Fuller,UNITED STATES v. HERR et al.,conservative,9,0,10400,"statutory construction of criminal laws: conspiracy (cf. subconstitutional fair procedure: conspiracy)
Note: these codes, by definition exclude the constitutionality of these laws"
211 U.S. 406,1908,Fuller,UNITED STATES v. HERR,conservative,9,0,10400,"statutory construction of criminal laws: conspiracy (cf. subconstitutional fair procedure: conspiracy)
Note: these codes, by definition exclude the constitutionality of these laws"
211 U.S. 407,1908,Fuller,HARRIMAN v. INTERSTATE COMMERCE COMMISSION,conservative,5,3,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution)
211 U.S. 429,1908,Fuller,"HUTCHINS, TRUSTEE, v. WILLIAM W. BIERCE, LIMITED",conservative,9,0,90380,"judicial administration: review of non-final order
Note: jurisdiction of the federal courts or of the Supreme Court"
211 U.S. 432,1908,Fuller,MCCORQUODALE v. STATE OF TEXAS,conservative,9,0,90170,"no merits: dismissed or affirmed for want of jurisdiction (cf. judicial administration: Supreme Court jurisdiction or authority on appeal from federal district courts or courts of appeals)
Note: use only if the syllabus or the summary holding specifies one of the following bases."
211 U.S. 437,1908,Fuller,"MCCANDLESS v. PRATT, LAND COMMISSIONER OF HAWAII",conservative,9,0,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)"
211 U.S. 446,1908,Fuller,PADDELL v. CITY OF NEW YORK,liberal,9,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
211 U.S. 45,1908,Fuller,BEREA COLLEGE v. COMMONWEALTH OF KENTUCKY,conservative,7,2,20050,"desegregation, schools"
211 U.S. 452,1908,Fuller,BAILEY v. STATE OF ALABAMA,conservative,7,2,10020,habeas corpus
211 U.S. 459,1908,Fuller,BUTLER v. FRAZEE,conservative,9,0,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages"
211 U.S. 468,1908,Fuller,"PEOPLE OF THE STATE OF NEW YORK EX REL. KOPEL v. BINGHAM, POLICE COMMISSIONER OF THE CITY OF NEW YORK",conservative,9,0,10020,habeas corpus
211 U.S. 477,1908,Fuller,"LORD v. GLYNN, COMPTROLLER OF THE STATE OF NEW YORK",liberal,9,0,80100,"state or local government tax
Note: those challenged on the basis of the supremacy clause and the 21st Amendment may also locate in national supremacy: intergovernmental tax immunity or national supremacy: state tax"
211 U.S. 485,1908,Fuller,KNOP v. MONONGAHELA RIVER CONSOLIDATED COAL AND COKE COMPANY,conservative,9,0,80230,federal and some few state regulations of transportation regulation: boat
